llave_sintetica,k
Q_24_1_75-79,1
Q_24_2_10-14,24
Q_24_2_15-19,18
Q_24_2_20-24,23
Q_24_2_25-29,19
Q_24_2_30-34,13
Q_24_2_35-39,18
Q_24_2_40-44,17
Q_24_2_45-49,11
Q_24_2_5-9,32
Q_24_2_50-54,3
Q_24_2_55-59,4
Q_24_2_60-64,9
Q_24_2_65-69,3
Q_24_2_70-74,3
Q_24_2_75-79,1
Q_24_2_85 y más,2
Q_88_1_15-19,1
Q_88_1_20-24,2
Q_88_1_5-9,2
Q_88_1_65-69,1
Q_88_2_1-4,1
Q_88_2_20-24,1
Q_88_2_Menor de 1,3
R_01_1_Menor de 1,42
R_01_2_Menor de 1,41
R_02_1_1-4,21
R_02_1_10-14,35
R_02_1_15-19,23
R_02_1_20-24,14
R_02_1_25-29,17
R_02_1_30-34,16
R_02_1_35-39,20
R_02_1_40-44,30
R_02_1_45-49,15
R_02_1_5-9,25
R_02_1_50-54,27
R_02_1_55-59,21
R_02_1_60-64,23
R_02_1_65-69,29
R_02_1_70-74,24
R_02_1_75-79,26
R_02_1_80-84,21
R_02_1_85 y más,34
R_02_1_Menor de 1,4
R_02_2_1-4,26
R_02_2_10-14,21
R_02_2_15-19,33
R_02_2_20-24,20
R_02_2_25-29,27
R_02_2_30-34,31
R_02_2_35-39,34
R_02_2_40-44,14
R_02_2_45-49,26
R_02_2_5-9,18
R_02_2_50-54,30
R_02_2_55-59,32
R_02_2_60-64,20
R_02_2_65-69,24
R_02_2_70-74,19
R_02_2_75-79,16
R_02_2_80-84,23
R_02_2_85 y más,26
R_02_2_Menor de 1,6
R_03_1_1-4,44
R_03_1_10-14,21
R_03_1_15-19,31
R_03_1_20-24,14
R_03_1_25-29,17
R_03_1_30-34,25
R_03_1_35-39,27
R_03_1_40-44,27
R_03_1_45-49,12
R_03_1_5-9,29
R_03_1_50-54,16
R_03_1_55-59,25
R_03_1_60-64,30
R_03_1_65-69,27
R_03_1_70-74,36
R_03_1_75-79,45
R_03_1_80-84,39
R_03_1_85 y más,24
R_03_1_Menor de 1,15
R_03_2_1-4,26
R_03_2_10-14,23
R_03_2_15-19,32
R_03_2_20-24,32
R_03_2_25-29,30
R_03_2_30-34,29
R_03_2_35-39,28
R_03_2_40-44,25
R_03_2_45-49,33
R_03_2_5-9,26
R_03_2_50-54,34
R_03_2_55-59,35
R_03_2_60-64,31
R_03_2_65-69,47
R_03_2_70-74,36
R_03_2_75-79,45
R_03_2_80-84,41
R_03_2_85 y más,48
R_03_2_Menor de 1,13
R_04_1_1-4,26
R_04_1_10-14,21
R_04_1_15-19,18
R_04_1_20-24,10
R_04_1_25-29,23
R_04_1_30-34,15
R_04_1_35-39,12
R_04_1_40-44,17
R_04_1_45-49,8
R_04_1_5-9,41
R_04_1_50-54,10
R_04_1_55-59,10
R_04_1_60-64,17
R_04_1_65-69,11
R_04_1_70-74,16
R_04_1_75-79,14
R_04_1_80-84,7
R_04_1_85 y más,12
R_04_1_Menor de 1,11
R_04_2_1-4,21
R_04_2_10-14,26
R_04_2_15-19,15
R_04_2_20-24,12
R_04_2_25-29,19
R_04_2_30-34,14
R_04_2_35-39,13
R_04_2_40-44,17
R_04_2_45-49,17
R_04_2_5-9,27
R_04_2_50-54,9
R_04_2_55-59,10
R_04_2_60-64,13
R_04_2_65-69,21
R_04_2_70-74,13
R_04_2_75-79,9
R_04_2_80-84,11
R_04_2_85 y más,14
R_05_1_40-44,43
R_05_1_45-49,41
R_05_1_50-54,38
R_05_1_55-59,46
R_05_1_60-64,35
R_05_1_65-69,47
R_05_1_70-74,43
R_05_1_75-79,43
R_05_1_80-84,30
R_05_1_85 y más,37
R_05_1_Menor de 1,27
R_05_2_10-14,49
R_05_2_45-49,45
R_05_2_5-9,38
R_05_2_55-59,44
R_05_2_60-64,38
R_05_2_65-69,44
R_05_2_70-74,49
R_05_2_75-79,39
R_05_2_80-84,35
R_05_2_85 y más,32
R_05_2_Menor de 1,23
R_06_1_Menor de 1,19
R_06_2_Menor de 1,35
R_07_1_15-19,49
R_07_1_20-24,41
R_07_1_25-29,38
R_07_1_30-34,46
R_07_1_35-39,44
R_07_1_40-44,36
R_07_1_45-49,28
R_07_1_50-54,27
R_07_1_55-59,27
R_07_1_60-64,39
R_07_1_65-69,34
R_07_1_70-74,40
R_07_1_75-79,34
R_07_1_80-84,28
R_07_1_85 y más,33
R_07_1_Menor de 1,37
R_07_2_15-19,47
R_07_2_30-34,42
R_07_2_40-44,36
R_07_2_45-49,43
R_07_2_50-54,29
R_07_2_55-59,38
R_07_2_60-64,39
R_07_2_65-69,44
R_07_2_70-74,37
R_07_2_75-79,41
R_07_2_80-84,34
R_07_2_85 y más,30
R_07_2_Menor de 1,27
R_08_1_10-14,40
R_08_1_15-19,42
R_08_1_20-24,29
R_08_1_25-29,27
R_08_1_30-34,27
R_08_1_40-44,36
R_08_1_45-49,34
R_08_1_50-54,35
R_08_1_60-64,49
R_08_1_70-74,43
R_08_1_75-79,31
R_08_1_80-84,27
R_08_1_85 y más,26
R_08_1_Menor de 1,33
R_08_2_10-14,45
R_08_2_15-19,37
R_08_2_20-24,37
R_08_2_30-34,48
R_08_2_35-39,45
R_08_2_40-44,44
R_08_2_45-49,26
R_08_2_5-9,45
R_08_2_50-54,39
R_08_2_55-59,46
R_08_2_60-64,44
R_08_2_65-69,39
R_08_2_70-74,40
R_08_2_75-79,23
R_08_2_80-84,19
R_08_2_85 y más,16
R_08_2_Menor de 1,25
R_10_1_Menor de 1,32
R_10_2_Menor de 1,33
R_11_1_10-14,30
R_11_1_15-19,39
R_11_1_20-24,38
R_11_1_25-29,39
R_11_1_30-34,29
R_11_1_35-39,36
R_11_1_40-44,37
R_11_1_45-49,33
R_11_1_50-54,36
R_11_1_55-59,33
R_11_1_60-64,33
R_11_1_Menor de 1,21
R_11_2_10-14,42
R_11_2_15-19,45
R_11_2_20-24,38
R_11_2_25-29,39
R_11_2_35-39,43
R_11_2_40-44,44
R_11_2_45-49,29
R_11_2_5-9,34
R_11_2_55-59,32
R_11_2_60-64,45
R_11_2_80-84,44
R_11_2_Menor de 1,22
R_14_1_1-4,32
R_14_1_10-14,37
R_14_1_15-19,28
R_14_1_20-24,15
R_14_1_25-29,15
R_14_1_30-34,13
R_14_1_35-39,8
R_14_1_40-44,9
R_14_1_45-49,8
R_14_1_5-9,33
R_14_1_50-54,12
R_14_1_55-59,6
R_14_1_60-64,5
R_14_1_65-69,8
R_14_1_70-74,9
R_14_1_75-79,10
R_14_1_80-84,12
R_14_1_85 y más,5
R_14_1_Menor de 1,12
R_14_2_1-4,15
R_14_2_10-14,27
R_14_2_15-19,24
R_14_2_20-24,12
R_14_2_25-29,13
R_14_2_30-34,18
R_14_2_35-39,15
R_14_2_40-44,16
R_14_2_45-49,7
R_14_2_5-9,23
R_14_2_50-54,4
R_14_2_55-59,3
R_14_2_60-64,10
R_14_2_65-69,13
R_14_2_70-74,8
R_14_2_75-79,6
R_14_2_80-84,5
R_14_2_85 y más,6
R_14_2_Menor de 1,11
R_15_1_1-4,13
R_15_1_10-14,5
R_15_1_15-19,12
R_15_1_20-24,12
R_15_1_25-29,13
R_15_1_30-34,14
R_15_1_35-39,12
R_15_1_40-44,7
R_15_1_45-49,12
R_15_1_5-9,8
R_15_1_50-54,6
R_15_1_55-59,6
R_15_1_60-64,6
R_15_1_65-69,2
R_15_1_70-74,10
R_15_1_75-79,3
R_15_1_80-84,3
R_15_1_85 y más,1
R_15_1_Menor de 1,9
R_15_2_1-4,8
R_15_2_10-14,16
R_15_2_15-19,21
R_15_2_20-24,15
R_15_2_25-29,15
R_15_2_30-34,11
R_15_2_35-39,16
R_15_2_40-44,13
R_15_2_45-49,1
R_15_2_5-9,4
R_15_2_50-54,16
R_15_2_55-59,10
R_15_2_60-64,7
R_15_2_65-69,6
R_15_2_70-74,7
R_15_2_75-79,6
R_15_2_80-84,1
R_15_2_85 y más,1
R_15_2_Menor de 1,9
R_16_1_1-4,10
R_16_1_10-14,8
R_16_1_15-19,10
R_16_1_20-24,4
R_16_1_25-29,4
R_16_1_30-34,7
R_16_1_35-39,2
R_16_1_40-44,5
R_16_1_45-49,5
R_16_1_5-9,11
R_16_1_50-54,4
R_16_1_55-59,9
R_16_1_60-64,8
R_16_1_65-69,3
R_16_1_70-74,2
R_16_1_75-79,7
R_16_1_85 y más,4
R_16_1_Menor de 1,4
R_16_2_1-4,9
R_16_2_10-14,11
R_16_2_15-19,8
R_16_2_20-24,5
R_16_2_25-29,4
R_16_2_30-34,8
R_16_2_35-39,5
R_16_2_40-44,10
R_16_2_45-49,3
R_16_2_5-9,10
R_16_2_50-54,4
R_16_2_55-59,9
R_16_2_60-64,6
R_16_2_65-69,6
R_16_2_70-74,2
R_16_2_75-79,2
R_16_2_80-84,4
R_16_2_85 y más,2
R_16_2_Menor de 1,4
R_18_1_45-49,37
R_18_1_50-54,46
R_18_1_Menor de 1,31
R_18_2_Menor de 1,20
R_19_1_1-4,16
R_19_1_10-14,17
R_19_1_15-19,23
R_19_1_20-24,15
R_19_1_25-29,7
R_19_1_30-34,13
R_19_1_35-39,10
R_19_1_40-44,7
R_19_1_45-49,6
R_19_1_5-9,9
R_19_1_50-54,6
R_19_1_55-59,4
R_19_1_60-64,4
R_19_1_65-69,4
R_19_1_70-74,4
R_19_1_75-79,7
R_19_1_80-84,8
R_19_1_85 y más,3
R_19_1_Menor de 1,9
R_19_2_1-4,23
R_19_2_10-14,15
R_19_2_15-19,11
R_19_2_20-24,14
R_19_2_25-29,8
R_19_2_30-34,9
R_19_2_35-39,7
R_19_2_40-44,10
R_19_2_45-49,6
R_19_2_5-9,10
R_19_2_50-54,7
R_19_2_55-59,4
R_19_2_60-64,7
R_19_2_65-69,3
R_19_2_70-74,8
R_19_2_75-79,5
R_19_2_80-84,8
R_19_2_85 y más,10
R_19_2_Menor de 1,8
R_20_1_1-4,3
R_20_1_10-14,1
R_20_1_15-19,3
R_20_1_20-24,1
R_20_1_25-29,3
R_20_1_30-34,2
R_20_1_35-39,1
R_20_1_40-44,2
R_20_1_45-49,3
R_20_1_5-9,2
R_20_1_50-54,3
R_20_1_55-59,4
R_20_1_60-64,2
R_20_1_65-69,6
R_20_1_70-74,2
R_20_1_75-79,3
R_20_1_80-84,2
R_20_1_Menor de 1,2
R_20_2_1-4,3
R_20_2_10-14,3
R_20_2_15-19,2
R_20_2_20-24,4
R_20_2_25-29,3
R_20_2_30-34,2
R_20_2_35-39,6
R_20_2_40-44,2
R_20_2_45-49,3
R_20_2_5-9,2
R_20_2_55-59,1
R_20_2_60-64,2
R_20_2_65-69,1
R_20_2_80-84,2
R_20_2_85 y más,3
R_21_1_10-14,34
R_21_1_15-19,31
R_21_1_20-24,22
R_21_1_25-29,38
R_21_1_30-34,45
R_21_1_35-39,34
R_21_1_40-44,34
R_21_1_45-49,27
R_21_1_5-9,49
R_21_1_50-54,24
R_21_1_55-59,22
R_21_1_60-64,20
R_21_1_65-69,14
R_21_1_70-74,15
R_21_1_75-79,17
R_21_1_80-84,9
R_21_1_85 y más,9
R_21_1_Menor de 1,23
R_21_2_10-14,49
R_21_2_15-19,44
R_21_2_20-24,45
R_21_2_25-29,48
R_21_2_30-34,41
R_21_2_35-39,39
R_21_2_40-44,25
R_21_2_45-49,25
R_21_2_50-54,21
R_21_2_55-59,16
R_21_2_60-64,16
R_21_2_65-69,11
R_21_2_70-74,7
R_21_2_75-79,11
R_21_2_80-84,18
R_21_2_85 y más,5
R_21_2_Menor de 1,18
R_22_1_1-4,21
R_22_1_10-14,13
R_22_1_15-19,13
R_22_1_20-24,13
R_22_1_25-29,12
R_22_1_30-34,20
R_22_1_35-39,9
R_22_1_40-44,13
R_22_1_45-49,8
R_22_1_5-9,23
R_22_1_50-54,7
R_22_1_55-59,8
R_22_1_65-69,6
R_22_1_70-74,7
R_22_1_75-79,1
R_22_1_85 y más,1
R_22_1_Menor de 1,9
R_22_2_1-4,18
R_22_2_10-14,16
R_22_2_15-19,15
R_22_2_20-24,13
R_22_2_25-29,10
R_22_2_30-34,14
R_22_2_35-39,12
R_22_2_40-44,9
R_22_2_45-49,11
R_22_2_5-9,15
R_22_2_50-54,5
R_22_2_55-59,5
R_22_2_60-64,3
R_22_2_65-69,8
R_22_2_70-74,5
R_22_2_75-79,4
R_22_2_80-84,4
R_22_2_Menor de 1,8
R_23_1_85 y más,44
R_23_2_80-84,37
R_23_2_85 y más,49
R_24_1_15-19,42
R_24_1_35-39,42
R_24_1_45-49,46
R_24_1_65-69,45
R_24_1_70-74,48
R_24_1_75-79,27
R_24_1_80-84,26
R_24_1_85 y más,20
R_24_1_Menor de 1,26
R_24_2_55-59,44
R_24_2_65-69,47
R_24_2_70-74,31
R_24_2_75-79,15
R_24_2_80-84,20
R_24_2_85 y más,18
R_24_2_Menor de 1,41
R_88_1_1-4,3
R_88_1_10-14,2
R_88_1_20-24,2
R_88_1_25-29,2
R_88_1_30-34,2
R_88_1_35-39,1
R_88_1_45-49,1
R_88_1_5-9,1
R_88_1_50-54,2
R_88_1_55-59,2
R_88_1_65-69,1
R_88_1_70-74,3
R_88_1_75-79,1
R_88_2_10-14,2
R_88_2_20-24,1
R_88_2_30-34,3
R_88_2_40-44,2
R_88_2_5-9,2
R_88_2_50-54,2
R_88_2_55-59,1
R_88_2_60-64,1
R_88_2_65-69,3
S_01_2_Menor de 1,42
S_02_1_Menor de 1,7
S_02_2_25-29,48
S_02_2_40-44,46
S_02_2_Menor de 1,7
S_03_1_Menor de 1,33
S_03_2_Menor de 1,20
S_04_1_70-74,45
S_04_1_75-79,44
S_04_1_80-84,35
S_04_1_85 y más,48
S_04_1_Menor de 1,15
S_04_2_45-49,41
S_04_2_50-54,47
S_04_2_70-74,45
S_04_2_Menor de 1,5
S_05_1_Menor de 1,28
S_05_2_Menor de 1,15
S_06_1_Menor de 1,36
S_06_2_Menor de 1,29
S_08_1_Menor de 1,28
S_08_2_Menor de 1,16
S_10_1_Menor de 1,32
S_10_2_Menor de 1,25
S_11_1_Menor de 1,25
S_11_2_Menor de 1,21
S_12_2_Menor de 1,47
S_14_1_80-84,43
S_14_1_85 y más,48
S_14_1_Menor de 1,32
S_14_2_60-64,47
S_14_2_65-69,38
S_14_2_Menor de 1,19
S_15_1_60-64,49
S_15_1_70-74,35
S_15_1_75-79,17
S_15_1_80-84,19
S_15_1_85 y más,16
S_15_1_Menor de 1,17
S_15_2_1-4,41
S_15_2_15-19,42
S_15_2_30-34,46
S_15_2_40-44,45
S_15_2_45-49,40
S_15_2_50-54,33
S_15_2_55-59,29
S_15_2_60-64,31
S_15_2_65-69,22
S_15_2_70-74,31
S_15_2_75-79,30
S_15_2_80-84,23
S_15_2_85 y más,32
S_15_2_Menor de 1,9
S_16_1_65-69,42
S_16_1_70-74,44
S_16_1_75-79,29
S_16_1_80-84,23
S_16_1_85 y más,28
S_16_1_Menor de 1,10
S_16_2_45-49,49
S_16_2_50-54,38
S_16_2_60-64,41
S_16_2_65-69,40
S_16_2_70-74,36
S_16_2_75-79,33
S_16_2_80-84,24
S_16_2_85 y más,37
S_16_2_Menor de 1,6
S_18_1_Menor de 1,37
S_18_2_Menor de 1,30
S_19_1_75-79,40
S_19_1_80-84,31
S_19_1_85 y más,29
S_19_1_Menor de 1,18
S_19_2_65-69,48
S_19_2_70-74,34
S_19_2_80-84,36
S_19_2_Menor de 1,21
S_20_1_1-4,18
S_20_1_15-19,46
S_20_1_5-9,38
S_20_1_50-54,44
S_20_1_55-59,37
S_20_1_60-64,33
S_20_1_65-69,21
S_20_1_70-74,12
S_20_1_75-79,5
S_20_1_80-84,10
S_20_1_85 y más,14
S_20_1_Menor de 1,2
S_20_2_1-4,12
S_20_2_10-14,14
S_20_2_15-19,16
S_20_2_20-24,23
S_20_2_25-29,32
S_20_2_30-34,20
S_20_2_35-39,24
S_20_2_40-44,20
S_20_2_45-49,14
S_20_2_5-9,23
S_20_2_50-54,16
S_20_2_55-59,25
S_20_2_60-64,22
S_20_2_65-69,16
S_20_2_70-74,11
S_20_2_75-79,9
S_20_2_80-84,7
S_20_2_85 y más,14
S_20_2_Menor de 1,1
S_21_1_80-84,42
S_21_1_85 y más,24
S_21_1_Menor de 1,19
S_21_2_65-69,41
S_21_2_70-74,47
S_21_2_80-84,43
S_21_2_85 y más,36
S_21_2_Menor de 1,11
S_22_1_65-69,47
S_22_1_70-74,32
S_22_1_75-79,19
S_22_1_80-84,13
S_22_1_85 y más,17
S_22_1_Menor de 1,6
S_22_2_50-54,49
S_22_2_55-59,42
S_22_2_60-64,36
S_22_2_65-69,40
S_22_2_70-74,26
S_22_2_75-79,20
S_22_2_80-84,24
S_22_2_85 y más,34
S_22_2_Menor de 1,5
S_23_2_Menor de 1,35
S_24_1_80-84,43
S_24_1_Menor de 1,18
S_24_2_Menor de 1,15
S_88_1_1-4,4
S_88_1_10-14,2
S_88_1_15-19,14
S_88_1_20-24,30
S_88_1_25-29,23
S_88_1_30-34,15
S_88_1_35-39,20
S_88_1_40-44,9
S_88_1_45-49,11
S_88_1_5-9,10
S_88_1_50-54,6
S_88_1_55-59,7
S_88_1_60-64,7
S_88_1_65-69,3
S_88_1_70-74,2
S_88_1_75-79,2
S_88_1_80-84,2
S_88_1_85 y más,3
S_88_2_1-4,4
S_88_2_10-14,1
S_88_2_15-19,2
S_88_2_20-24,2
S_88_2_25-29,8
S_88_2_30-34,4
S_88_2_35-39,2
S_88_2_40-44,4
S_88_2_45-49,4
S_88_2_5-9,3
S_88_2_50-54,2
S_88_2_55-59,5
S_88_2_60-64,1
S_88_2_65-69,2
S_88_2_70-74,2
S_88_2_75-79,1
S_88_2_85 y más,1
T_01_1_80-84,49
T_01_1_Menor de 1,48
T_01_2_Menor de 1,33
T_02_1_35-39,43
T_02_1_40-44,29
T_02_1_45-49,34
T_02_1_5-9,31
T_02_1_50-54,32
T_02_1_55-59,30
T_02_1_60-64,33
T_02_1_65-69,23
T_02_1_70-74,18
T_02_1_75-79,26
T_02_1_80-84,15
T_02_1_85 y más,9
T_02_1_Menor de 1,8
T_02_2_1-4,42
T_02_2_25-29,38
T_02_2_30-34,29
T_02_2_35-39,29
T_02_2_40-44,27
T_02_2_45-49,32
T_02_2_5-9,30
T_02_2_50-54,14
T_02_2_55-59,20
T_02_2_60-64,10
T_02_2_65-69,20
T_02_2_70-74,18
T_02_2_75-79,11
T_02_2_80-84,14
T_02_2_85 y más,9
T_02_2_Menor de 1,5
T_03_1_55-59,40
T_03_1_60-64,46
T_03_1_65-69,47
T_03_1_70-74,38
T_03_1_75-79,31
T_03_1_80-84,20
T_03_1_85 y más,17
T_03_1_Menor de 1,11
T_03_2_35-39,48
T_03_2_45-49,49
T_03_2_55-59,37
T_03_2_60-64,38
T_03_2_65-69,46
T_03_2_70-74,34
T_03_2_75-79,40
T_03_2_80-84,38
T_03_2_85 y más,42
T_03_2_Menor de 1,11
T_04_1_1-4,41
T_04_1_10-14,40
T_04_1_15-19,43
T_04_1_25-29,44
T_04_1_35-39,31
T_04_1_40-44,26
T_04_1_45-49,29
T_04_1_5-9,31
T_04_1_50-54,22
T_04_1_55-59,19
T_04_1_60-64,19
T_04_1_65-69,13
T_04_1_70-74,17
T_04_1_75-79,16
T_04_1_80-84,9
T_04_1_85 y más,8
T_04_1_Menor de 1,4
T_04_2_20-24,26
T_04_2_25-29,30
T_04_2_30-34,35
T_04_2_35-39,27
T_04_2_40-44,18
T_04_2_45-49,17
T_04_2_5-9,31
T_04_2_50-54,21
T_04_2_55-59,11
T_04_2_60-64,16
T_04_2_65-69,14
T_04_2_70-74,7
T_04_2_75-79,8
T_04_2_80-84,11
T_04_2_85 y más,12
T_04_2_Menor de 1,7
T_05_1_65-69,48
T_05_1_70-74,34
T_05_1_75-79,38
T_05_1_80-84,27
T_05_1_85 y más,19
T_05_1_Menor de 1,10
T_05_2_40-44,46
T_05_2_50-54,37
T_05_2_55-59,33
T_05_2_60-64,44
T_05_2_65-69,36
T_05_2_70-74,29
T_05_2_75-79,44
T_05_2_80-84,21
T_05_2_85 y más,23
T_05_2_Menor de 1,9
T_06_1_70-74,47
T_06_1_80-84,19
T_06_1_85 y más,27
T_06_1_Menor de 1,16
T_06_2_65-69,44
T_06_2_80-84,36
T_06_2_85 y más,33
T_06_2_Menor de 1,12
T_07_1_75-79,38
T_07_1_80-84,24
T_07_1_85 y más,20
T_07_1_Menor de 1,21
T_07_2_70-74,49
T_07_2_75-79,35
T_07_2_80-84,18
T_07_2_85 y más,38
T_07_2_Menor de 1,18
T_08_1_70-74,25
T_08_1_75-79,22
T_08_1_80-84,10
T_08_1_85 y más,11
T_08_1_Menor de 1,15
T_08_2_50-54,41
T_08_2_55-59,27
T_08_2_60-64,37
T_08_2_65-69,25
T_08_2_70-74,21
T_08_2_75-79,10
T_08_2_80-84,7
T_08_2_85 y más,6
T_08_2_Menor de 1,17
T_10_1_75-79,41
T_10_1_80-84,22
T_10_1_85 y más,27
T_10_1_Menor de 1,18
T_10_2_60-64,45
T_10_2_65-69,43
T_10_2_70-74,49
T_10_2_80-84,26
T_10_2_85 y más,28
T_10_2_Menor de 1,17
T_11_1_65-69,47
T_11_1_75-79,38
T_11_1_80-84,28
T_11_1_85 y más,33
T_11_1_Menor de 1,19
T_11_2_45-49,47
T_11_2_50-54,43
T_11_2_55-59,47
T_11_2_60-64,48
T_11_2_65-69,36
T_11_2_70-74,29
T_11_2_75-79,36
T_11_2_80-84,42
T_11_2_85 y más,36
T_11_2_Menor de 1,17
T_12_1_75-79,41
T_12_1_80-84,31
T_12_1_85 y más,20
T_12_1_Menor de 1,31
T_12_2_60-64,48
T_12_2_65-69,47
T_12_2_70-74,36
T_12_2_75-79,32
T_12_2_80-84,30
T_12_2_85 y más,20
T_12_2_Menor de 1,26
T_13_1_80-84,46
T_13_1_85 y más,44
T_14_1_65-69,41
T_14_1_70-74,35
T_14_1_75-79,16
T_14_1_80-84,13
T_14_1_85 y más,11
T_14_1_Menor de 1,18
T_14_2_55-59,37
T_14_2_60-64,42
T_14_2_65-69,26
T_14_2_70-74,23
T_14_2_75-79,22
T_14_2_80-84,18
T_14_2_85 y más,15
T_14_2_Menor de 1,24
T_15_1_10-14,46
T_15_1_30-34,40
T_15_1_35-39,44
T_15_1_40-44,24
T_15_1_45-49,26
T_15_1_5-9,37
T_15_1_50-54,23
T_15_1_55-59,18
T_15_1_60-64,9
T_15_1_65-69,21
T_15_1_70-74,9
T_15_1_75-79,4
T_15_1_80-84,5
T_15_1_Menor de 1,5
T_15_2_1-4,32
T_15_2_25-29,45
T_15_2_30-34,35
T_15_2_35-39,21
T_15_2_40-44,16
T_15_2_45-49,14
T_15_2_5-9,34
T_15_2_50-54,16
T_15_2_55-59,19
T_15_2_60-64,15
T_15_2_65-69,11
T_15_2_70-74,8
T_15_2_75-79,4
T_15_2_80-84,3
T_15_2_85 y más,2
T_15_2_Menor de 1,4
T_16_1_40-44,33
T_16_1_45-49,25
T_16_1_50-54,34
T_16_1_55-59,25
T_16_1_60-64,14
T_16_1_65-69,14
T_16_1_70-74,12
T_16_1_75-79,6
T_16_1_80-84,6
T_16_1_85 y más,3
T_16_1_Menor de 1,6
T_16_2_1-4,42
T_16_2_20-24,47
T_16_2_25-29,33
T_16_2_30-34,31
T_16_2_35-39,32
T_16_2_40-44,28
T_16_2_45-49,25
T_16_2_5-9,36
T_16_2_50-54,17
T_16_2_55-59,18
T_16_2_60-64,10
T_16_2_65-69,6
T_16_2_70-74,7
T_16_2_75-79,2
T_16_2_80-84,1
T_16_2_85 y más,1
T_16_2_Menor de 1,5
T_18_1_80-84,23
T_18_1_85 y más,44
T_18_1_Menor de 1,33
T_18_2_80-84,41
T_18_2_85 y más,42
T_18_2_Menor de 1,18
T_19_1_55-59,49
T_19_1_60-64,36
T_19_1_65-69,33
T_19_1_70-74,30
T_19_1_75-79,19
T_19_1_80-84,10
T_19_1_85 y más,4
T_19_1_Menor de 1,10
T_19_2_35-39,33
T_19_2_40-44,35
T_19_2_45-49,34
T_19_2_50-54,26
T_19_2_55-59,17
T_19_2_60-64,18
T_19_2_65-69,14
T_19_2_70-74,13
T_19_2_75-79,16
T_19_2_80-84,3
T_19_2_85 y más,7
T_19_2_Menor de 1,11
T_20_1_1-4,6
T_20_1_10-14,10
T_20_1_15-19,16
T_20_1_20-24,14
T_20_1_25-29,15
T_20_1_30-34,21
T_20_1_35-39,23
T_20_1_40-44,14
T_20_1_45-49,16
T_20_1_5-9,11
T_20_1_50-54,13
T_20_1_55-59,14
T_20_1_60-64,9
T_20_1_65-69,8
T_20_1_70-74,3
T_20_1_75-79,3
T_20_1_85 y más,1
T_20_1_Menor de 1,1
T_20_2_1-4,9
T_20_2_10-14,7
T_20_2_15-19,13
T_20_2_20-24,3
T_20_2_25-29,16
T_20_2_30-34,10
T_20_2_35-39,15
T_20_2_40-44,4
T_20_2_45-49,14
T_20_2_5-9,7
T_20_2_50-54,12
T_20_2_55-59,10
T_20_2_60-64,11
T_20_2_65-69,5
T_20_2_70-74,2
T_20_2_75-79,3
T_20_2_80-84,1
T_20_2_Menor de 1,2
T_21_1_60-64,46
T_21_1_65-69,32
T_21_1_70-74,21
T_21_1_75-79,10
T_21_1_80-84,8
T_21_1_85 y más,12
T_21_1_Menor de 1,8
T_21_2_45-49,41
T_21_2_50-54,31
T_21_2_55-59,40
T_21_2_60-64,25
T_21_2_65-69,15
T_21_2_70-74,16
T_21_2_75-79,16
T_21_2_80-84,11
T_21_2_85 y más,5
T_21_2_Menor de 1,12
T_22_1_45-49,42
T_22_1_50-54,35
T_22_1_55-59,26
T_22_1_60-64,20
T_22_1_65-69,13
T_22_1_70-74,7
T_22_1_75-79,7
T_22_1_80-84,2
T_22_1_85 y más,1
T_22_1_Menor de 1,13
T_22_2_1-4,45
T_22_2_25-29,49
T_22_2_30-34,44
T_22_2_35-39,33
T_22_2_40-44,21
T_22_2_45-49,30
T_22_2_50-54,25
T_22_2_55-59,16
T_22_2_60-64,17
T_22_2_65-69,7
T_22_2_70-74,8
T_22_2_75-79,3
T_22_2_80-84,3
T_22_2_85 y más,2
T_22_2_Menor de 1,3
T_23_1_75-79,49
T_23_1_80-84,39
T_23_1_85 y más,20
T_23_1_Menor de 1,33
T_23_2_70-74,38
T_23_2_75-79,25
T_23_2_80-84,23
T_23_2_85 y más,20
T_23_2_Menor de 1,27
T_24_1_10-14,49
T_24_1_15-19,42
T_24_1_45-49,43
T_24_1_50-54,45
T_24_1_60-64,39
T_24_1_65-69,21
T_24_1_70-74,16
T_24_1_75-79,18
T_24_1_80-84,6
T_24_1_85 y más,7
T_24_1_Menor de 1,6
T_24_2_10-14,29
T_24_2_15-19,36
T_24_2_20-24,31
T_24_2_25-29,36
T_24_2_30-34,33
T_24_2_35-39,37
T_24_2_40-44,36
T_24_2_45-49,24
T_24_2_5-9,40
T_24_2_50-54,28
T_24_2_55-59,29
T_24_2_60-64,27
T_24_2_65-69,16
T_24_2_70-74,18
T_24_2_75-79,7
T_24_2_80-84,8
T_24_2_85 y más,7
T_24_2_Menor de 1,9
T_88_1_1-4,5
T_88_1_10-14,1
T_88_1_15-19,1
T_88_1_20-24,9
T_88_1_25-29,6
T_88_1_30-34,4
T_88_1_35-39,2
T_88_1_40-44,4
T_88_1_45-49,2
T_88_1_5-9,2
T_88_1_50-54,2
T_88_1_55-59,2
T_88_1_65-69,1
T_88_1_75-79,2
T_88_2_1-4,1
T_88_2_10-14,1
T_88_2_15-19,2
T_88_2_20-24,4
T_88_2_25-29,3
T_88_2_30-34,3
T_88_2_40-44,1
T_88_2_50-54,1
T_88_2_55-59,2
T_88_2_60-64,1
U_01_1_10-14,22
U_01_1_15-19,36
